ATCOCode,Node
630024861,44471
630024911,42441
630024901,44656
630024892,44443
630024891,44443
630024622,44112
630024621,44112
630024612,44114
630024611,44113
630024652,44462
630024651,44462
630024641,44462
630024631,44118
630024681,43077
630024663,44462
630024662,44462
630024661,44462
630024741,44120
630024731,44471
630024711,42361
630024691,44468
630026091,44118
630026081,44068
630026072,42458
630026071,42457
630026121,44064
630026112,44121
630026111,44120
630026101,44119
630026141,44653
630026133,44454
630026132,44432
630026131,44398
630026181,44593
630026171,44352
630026161,44660
630026151,44491
630024922,44445
630024921,44445
630024913,42440
630024912,42440
630026002,42213
630026001,42213
630024941,44838
630024931,44442
630026031,42172
630026021,42187
630026012,42185
630026011,42194
630026062,41870
630026061,41868
630026051,42361
630026041,42390
630030041,44169
630030031,44174
630030021,44179
630026332,44618
630030061,43857
630030052,44156
630030051,44156
630030042,44170
630030081,43829
630030072,43829
630030071,43829
630030062,43857
630030111,43845
630030100,43830
630030091,43829
630030082,43829
630026211,42525
630026201,42525
630026191,42526
630026182,44590
630026241,42490
630026232,43077
630026231,43077
630026221,42525
630026291,44794
630026281,44771
630026271,44020
630026251,44691
630026331,44618
630026321,42139
630026311,44872
630026301,44858
630022381,43470
630022371,43077
630022362,43794
630022361,43795
630022421,42463
630022411,42476
630022401,42487
630022391,43076
630022451,42424
630022441,42424
630022432,42425
630022431,42450
630022472,42427
630022471,42427
630022462,42414
630022461,42412
630022282,44464
630022281,44464
630022272,44469
630022152,42974
630022311,44089
630022301,44099
630022292,44465
630022291,44465
630022332,43800
630022331,43800
630022322,44086
630022321,44086
630022352,43799
630022351,43799
630022342,43800
630022341,43800
630022911,44339
630022901,44337
630022891,44337
630022881,44064
630022932,44323
630022931,44324
630022921,44337
630022912,44368
630022952,44015
630022951,44017
630022942,44020
630022941,44328
630022981,43717
630022971,44008
630022962,44013
630022961,44013
630022492,42426
630022491,42426
630022482,42408
630022481,42408
630022692,42392
630022691,42392
630022681,42385
630022671,43001
630022843,44373
630022842,44373
630022841,44068
630022831,44373
630022871,44062
630022862,44070
630022861,44070
630022851,44064
630023081,43762
630023072,43757
630023071,43760
630023062,43749
630023181,43967
630023092,43780
630023091,43780
630023082,43759
630023201,44078
630023193,44455
630023192,44432
630023191,44398
630023223,43045
630023222,43043
630023212,43447
630023211,43447
630022993,43713
630022992,43717
630022991,43717
630022982,43717
630023012,43717
630023011,43717
630023002,43717
630023001,43717
630023041,43744
630023031,44011
630023022,43703
