SName,TIPLOC,Alpha,Data_Source,EASTING,NORTHING,Cube_Node
AVONMOUTH NO. 5 WHARF EWS,AVONWWF,0,MCA,351452,179808,999999
AVONMOUTH NTL PWR SILO 1,AVONNPT,0,MCA,351731,179294,999999
AVONMOUTH NTL PWR SILO 2,AVONNP2,0,MCA,351735,179293,999999
AVONMOUTH ROCKINGHAM ROAD,AVONRCK,0,MCA,353133,181114,999999
AVONMOUTH SIGNAL SA4,AVON4,0,MCA,351408,178432,999999
AVONMOUTH WEST WARF (FHH),AVONWFH,0,MCA,351452,179808,999999
AVONMTH CHITTENING ESTATE,AVONMCM,0,MCA,353149,181345,999999
AWRE,AWRE,0,MCA,369161,207215,999999
AXMINSTER,AXMNSTR,AXM,MSN,329257,98214,999999
AXMINSTER EAST JUNCTION,AXMNSEJ,0,MCA,329257,98214,999999
AXMINSTER WEST JUNCTION,AXMNSWJ,0,MCA,329257,98214,999999
AYCLIFFE,FYHLAYC,0,MCA,428530,521990,999999
AYLESBURY,AYLSBRY,AYS,MSN,481834,213418,999999
AYLESBURY (SDGS 1-7),AYLSBRS,0,MCA,482226,213110,999999
AYLESBURY BRANCH SDG,AYLSBCH,0,MCA,481845,213420,999999
AYLESBURY C.C.D.,AYLSCCD,0,MCA,481965,213338,999999
AYLESBURY D.M.U. DEPOT,AYLSDMU,0,MCA,482226,213110,999999
AYLESBURY NORTH LOOP,AYLSNL,0,MCA,480559,214013,999999
AYLESBURY SIG ME302,AYLS302,0,MCA,480304,214172,999999
AYLESBURY SIG ME792,AYLS792,0,MCA,481583,213544,999999
AYLESBURY VALE PARKWAY,AYLSPWY,AVP,MSN,478696,215286,999999
AYLESFORD,AYLESFD,AYL,MSN,571969,158715,999999
AYLESHAM,ALSHAM,AYH,MSN,624172,152551,999999
AYNHO JN,AYNHOJ,0XA,MCA,449509,233630,999999
AYNHO JN SIG BS501,AYNH501,0,MCA,449661,233113,999999
AYNHO PARK JN,AYNHPKJ,0,MCA,450583,232611,999999
AYNHO SIG BS5002,AYNH502,0,MCA,449661,233113,999999
AYNHO UP GOODS LOOP,AYNHUGL,0,MCA,449644,232983,999999
AYR,AYRR,AYR,MSN,234070,621400,100130
AYR C.S.D.,AYRRCSD,0XA,MCA,233916,621121,888888
AYR DEPOT,AYRRTMD,0XA,MCA,234279,622826,888888
AYR HARBOUR,AYRRHBR,0,MCA,233585,622986,888888
AYR HARBOUR A.B.P.,AYRRABP,0,MCA,233585,622986,888888
AYR HARBOUR FHH,AYRRFHH,0,MCA,233573,622980,888888
AYR SIG 859,AYRR859,0,MCA,234002,620803,888888
AYR SIG. PA335,AYRR335,0,MCA,234937,622988,888888
AYR SIG. PA853,AYRR853,0,MCA,234395,622167,888888
AYR W.R.D.,AYRRWRD,0,MCA,234269,622805,888888
BABWORTH LOOP,BABWTHL,0,MCA,469521,379959,999999
BACHE,BACHE,BAC,MSN,340551,368321,999999
BADMINGTON,BADMTN,0,MCA,380987,181291,999999
BAGLAN,BGLAN,BAJ,MSN,274807,192182,999999
BAGLAN BAY (COLAS),BGLNBC,0,MCA,273902,192962,999999
BAGLAN BAY BP CHEM FLIN HH,BGLNBPF,0,MCA,273781,192870,999999
BAGLAN BAY BP CHEML EWS,BGLNBBP,0,MCA,273902,192962,999999
BAGLAN BAY RPT (COLAS),BGLNRPT,0,MCA,273902,192962,999999
BAGSHOT,BAGSHOT,BAG,MSN,491404,163644,999999
BAGULEY FOLD JN,BAGLYFJ,0,MCA,387688,399540,999999
BAGWORTH JCN,BAGWTHJ,0,MCA,444053,310562,999999
BAGWORTH JN REFUGE SDGS,BAGWJRS,0,MCA,444004,310295,999999
BAILDON,BAILDON,BLD,MSN,416288,439345,999999
BAILEYFIELD C.E.,PORTBCE,0,MCA,329988,673901,888888
BAILLIESTON,BALISTN,BIO,MSN,267750,663278,100250
BALCOMBE,BALCOMB,BAB,MSN,530649,130160,999999
BALCOMBE TUNNEL JN,BALCMTJ,0,MCA,528927,133099,999999
BALDERTON TUNNEL & LC,SLNYBAL,0,MCA,337529,362265,999999
BALDHU,BLDHU,0,MCA,177501,42499,999999
BALDOCK,BALDOCK,BDK,MSN,524583,234283,999999
BALHAM,BALHAM,BAL,MSN,528574,173157,999999
BALHAM JN,BALHJN,0,MCA,528900,173063,999999
BALLINLUIG,BLLINUG,0,MCA,297727,752371,888888
BALLOCH,BALLOCH,BHC,MSN,238997,681867,100147
BALMOSSIE,BALMOSS,BSI,MSN,348453,731715,100094
BALNACRA L.C.,ACHHBLC,0,MCA,200295,848444,888888
BALNE,HCKPBAL,0,MCA,459323,419590,999999
BALNE SIGNAL D864,HCKP864,0,MCA,459376,419890,999999
BALNE SIGNAL Y863,HCKP863,0,MCA,459175,418550,999999
BALSHAW LANE,BALSHWL,0,MCA,355891,417219,999999
BAMBER BRIDGE,BMBRBDG,BMB,MSN,356462,425812,999999
BAMBER BRIDGE ENG REC SDG,BMBRRS,0,MCA,356012,425890,999999
BAMBER BRIDGE ISU (CE),BMBRCE,0,MCA,356012,425890,999999
BAMBER BRIDGE WHITTLE INT.,BMBRWI,0,MCA,355798,425853,999999
BAMFORD,BAMFORD,BAM,MSN,420825,382490,999999
BAMFURLONG JN,BMFRLNJ,0,MCA,359642,402712,999999
BANAVIE,BANAVIE,BNV,MSN,211272,776760,100065
BANBURY,BNBR,BAN,MSN,446184,240471,999999
BANBURY CATTLE RD SIDINGS,BNBRCAT,0,MCA,446330,240281,999999
BANBURY DOWN GOODS LOOP,BNBRYD,0,MCA,446046,240747,999999
BANBURY JN.,BNBRJN,0,MCA,446229,242476,999999
BANBURY LANE L.C.,WEEDBAN,0,MCA,469733,255747,999999
BANBURY NORTH S.B.,BNBRYNB,0,MCA,446088,240656,999999
BANBURY RESERVOIR RLAND A,BNBRYRA,0,MCA,446160,242134,999999
BANBURY SIGNAL 12,BNBR12,0,MCA,446306,240285,999999
BANBURY SIGNAL 21,BNBR21,0,MCA,446394,240186,999999
BANBURY SOUTH SB,BNBRYSB,0,MCA,446210,240297,999999
BANBURY TAMPER SIDING,BNBRTS,0,MCA,446529,240040,999999
BANBURY UP GOODS LOOP,BNBRUGL,0,MCA,446178,242127,999999
BANBURY UP SIDINGS,BNBRYUS,0,MCA,446330,240281,999999
BANGOR (GWYNEDD),BANGOR,BNG,MSN,257502,371648,999999
BANGOR C.S.,BANGRCS,0,MCA,257513,371619,999999
BANGOR SIG.BR37,BANG37,0,MCA,257731,371544,999999
BANGOR TUNNEL CEMENT,BANGRTC,0,MCA,257417,371645,999999
BANK HALL,BNKHALL,BAH,MSN,334471,393916,999999
BANK JN,BNKJN,0,MCA,260546,614724,888888
BANSTEAD,BANSTED,BAD,MSN,524506,160445,999999
BARASSIE,BARASIE,BSS,MSN,232892,632887,100365
BARASSIE C.E.,BARACE,0,MCA,232993,631960,888888
BARASSIE JN,BARASIJ,0,MCA,232905,632799,888888
BARASSIE JN D.P.L.,BARADPL,0,MCA,232722,632060,888888
BARASSIE JN U.G.L.,BARAUGL,0,MCA,232708,632066,888888
BARASSIE YARD FHH,BARAFHH,0,MCA,233018,631988,888888
BARBICAN,BRBCNLT,0ZB,MCA,532022,181847,999999
BARDON HILL,BARDONH,0,MCA,444133,312887,999999
BARDON HILL B.R. SDGS,BARDHBR,0,MCA,444277,312733,999999
BARDON HILL GBRF,BARDGBR,0,MCA,444301,312730,999999
BARDON HILL GROUND FRAME,BARDHGF,0,MCA,444277,312733,999999
BARDON HILL QUARRY,BARDNHQ,0,MCA,444785,313121,999999
BARDON HILL QUARRY FHH,BARDFHH,0,MCA,444296,312732,999999
BARDON MILL,BRDNML,BLL,MSN,378002,564492,999999
BARE LANE,BARELA,BAR,MSN,345479,464629,999999
BARGEDDIE,BRGDDIE,BGI,MSN,270284,663959,100276
BARGOED,BARGOED,BGD,MSN,315100,200032,999999
BARGOED SINGLE LINE JN,BGEDSLJ,0,MCA,314987,200346,999999
BARGOED VIADUCT SIDINGS,BARGSDG,0,MCA,314989,200266,999999
BARHAM,BARHAM,0,MCA,611944,251189,999999
BARHAM FHH,BARHFHH,0,MCA,611942,251191,999999
BARHAM GROUND SIG C01379,BARH379,0,MCA,612409,249995,999999
BARKING,BARKING,BKG,MSN,544321,184409,999999
BARKING FREIGHT DEPOT,RPLLASW,0,MCA,546925,183330,999999
BARKING L.T.,BARKGLT,0ZK,MCA,544381,184365,999999
BARKING NO 1 PLATFORM,BARKG1P,0,MCA,544321,184409,999999
BARKING NO7 PLATFORM,BARKG7P,0,MCA,544321,184409,999999
BARKING SIGNAL 1103,BARK103,0,MCA,544321,184409,999999
BARKING SIGNAL 1104,BARK104,0,MCA,544321,184409,999999
BARKING STATION JUNCTION,BARKNGJ,0,MCA,543761,184750,999999
BARKING UPNEY JUNCTION,BARKUPJ,0,MCA,544868,184123,999999
BARKSTON EAST JN,BRKSTEJ,0,MCA,491770,342398,999999
BARKSTON SOUTH JN,BRKSTSJ,0,MCA,491252,341936,999999
BARLASTON,BARLSTN,BRT,MSN,388790,338394,999999
BARLBY LOOPS,SELBAR,0,MCA,462157,432687,999999
BARLBY NORTH JN,SELBBNJ,0,MCA,461170,429865,999999
BARLEITH WALKER J,KILMBWJ,0,MCA,245404,636140,888888
BARMING,BARMING,BMG,MSN,572979,156876,999999
BARMOUTH,BRMOUTH,BRM,MSN,261197,315836,999999
BARNBY DUN ROC. GLASS GBRF,BRBDGBR,0,MCA,460766,407333,999999
BARNBY DUN ROCKWARE GLASS,BRBDNRG,0,MCA,460667,407208,999999
BARNEHURST,BRNHRST,BNH,MSN,550159,176213,999999
BARNEHURST SIGNAL NK1532,BRNH532,0,MCA,550159,176213,999999
BARNES,BARNES,BNS,MSN,522229,175680,999999
BARNES BRIDGE,BNSBDGE,BNI,MSN,521503,176186,999999
BARNES SIGNAL W1090,BARN090,0,MCA,521789,175769,999999
BARNETBY,BNTBY,BTB,MSN,505389,409880,999999
BARNETBY DN RECP SDG (FHH),BNTBFHH,0,MCA,505076,409595,999999
BARNETBY EA FUEL POINT SDG,BNTBRSF,0,MCA,505074,409593,999999
BARNETBY EA LWR SDG OTM,BNTBDS,0,MCA,505074,409593,999999
BARNETBY SIGNAL BE27,BNTB27,0,MCA,506101,410284,999999
BARNETBY UP SIDINGS,BNTBUS,0,MCA,505074,409593,999999
BARNHAM,BRHM,BAA,MSN,495863,104345,999999
BARNHAM DOWN SDG,BRHMDS,0,MCA,495840,104328,999999
BARNHAM SIGNAL BH115,BRHM115,0,MCA,496986,104377,999999
BARNHAM SIGNAL BH122,BRHM122,0,MCA,496128,104362,999999
BARNHAM UP SIDINGS,BRHMUS,0,MCA,495657,104371,999999
BARNHILL,BNHL,BNL,MSN,260999,667196,100249
BARNHILL (PERTH),BHLP,0,MCA,312390,722530,888888
BARNSBURY JN,BRNBYJ,0,MCA,530759,184408,999999
BARNSLEY,BNSLY,BNY,MSN,434730,406522,999999
BARNSTAPLE,BRNSTPL,BNP,MSN,255597,132468,999999
BARNT GREEN,BGRN,BTG,MSN,400581,273616,999999
BARNWELL JN. B.P.,BRNWJBP,0,MCA,547372,259837,999999
BARNWOOD SDGS,BNWDSDG,0,MCA,384775,218211,999999
BARRHEAD,BRHD,BRR,MSN,249884,659376,100153
BARRHILL,BRRHL,BRL,MSN,222580,581639,100337
BARROW C.S.,BAROWCS,0XB,MCA,319670,470238,999999
BARROW DOCKS (ABP),BAROWEW,0,MCA,320852,467744,999999
BARROW HAVEN (LINCS),BARWHVN,BAV,MSN,506227,423540,999999
BARROW HILL DN GDS (FLHH),BRHLDGF,0,MCA,440919,375170,999999
BARROW HILL L.I.P.,BRHLLIP,0,MCA,440386,375054,999999
BARROW HILL LOCO SHED FHH,BRHLLFL,0,MCA,440958,375123,999999
BARROW HILL NORTH JN,BRHLJN,0,MCA,441382,375247,999999
BARROW HILL R.S.,BRHLRS,0,MCA,440948,375139,999999
BARROW HILL SOUTH JN.,BRHLSJN,0,MCA,440330,375052,999999
BARROW HILL STAVELEY FLHH,BRHLSGF,0,MCA,440692,375130,999999
BARROW HILL UP SDG NO 1,BRHLFLH,0,MCA,440950,375140,999999
BARROW HILL UP SDGS NO 2-3,BRHLFHH,0,MCA,440950,375140,999999
BARROW L.I.P.,BAROWHS,0,MCA,319966,469939,999999
BARROW MARINE TERMINAL,BAROWRD,0,MCA,320827,467775,999999
BARROW ROAD A.C.C. R.T.S,BRWRRTS,0,MCA,360379,173151,999999
BARROW UPON SOAR,BAROWOS,BWS,MSN,457791,317200,999999
BARROW-IN-FURNESS,BAROW,BIF,MSN,319966,469939,999999
BARROW-IN-FURNESS T.C.,BAROWYD,0,MCA,319610,470260,999999
BARROW-N-FRNS SIG 52/53/54,BARO54,0,MCA,319966,469939,999999
BARRY,BARRY,BRY,MSN,310743,167241,999999
BARRY DKS ABP NONSHIPMENT,BARRDNS,0,MCA,286200,931659,888888
BARRY DOCKS,BARRYDK,BYD,MSN,312364,167814,999999
BARRY DOCKS ABP SHIPMENT,BARRABP,0,MCA,313032,167727,999999
BARRY DOCKS DOW CHEMICALS,BARRDCG,0,MCA,286200,931659,888888
BARRY DOCKS DUNN BROS,BARRDUN,0,MCA,286200,931659,888888
BARRY DOCKS EWS,BARREWS,0,MCA,313027,167720,999999
BARRY DOCKS HEXION,BARRHEX,0,MCA,314588,168264,999999
BARRY DOCKS SAMAT TERMINAL,BARRSMT,0,MCA,313032,167727,999999
BARRY DOCKS ZEON,BARRBPC,0,MCA,314064,168465,999999
BARRY DOWN GOODS LOOP,BARRDGL,0,MCA,310145,166756,999999
BARRY ISLAND,BARRYIS,BYI,MSN,311458,166699,999999
BARRY LINKS (FIFE),BRRYLNK,BYL,MSN,354217,733717,100097
BARRY SIGNAL B49,BARRB49,0,MCA,314064,168465,999999
BARTHOMLEY JN,BTHLYJN,0,MCA,376446,354002,999999
BARTON & BROUGHTON PASS LP,BBGHGL,0,MCA,351529,436015,999999
BARTON & WALTON,WICHBW,0,MCA,419570,316272,999999
BARTON DOCK ROAD (GBRF),BRTDGBF,0,MCA,379480,395487,999999
BARTON DOCK ROAD C.B.,BRTDRCB,0,MCA,379480,395487,999999
BARTON HILL,MALTBTH,0,MCA,470863,464297,999999
BARTON HILL FLINER HH,BRSTBRT,0,MCA,362465,179572,999999
BARTON U NEEDWOOD LH GROUP,BTNULH,0,MCA,420060,317834,999999
BARTON UNDER NEEDWOOD N JN,BTNUNNJ,0,MCA,420517,318174,999999
BARTON UNDER NEEDWOOD RSMD,BTNUNMD,0XU,MCA,420144,317821,999999
BARTON UNDER NEEDWOOD S JN,BTNUNSJ,0,MCA,419690,316518,999999
BASCHURCH LC,BASCSDG,0,MCA,342934,322706,999999
BASFORD,BASFORD,0,MCA,455288,342996,999999
BASFORD HALL S.S.,CREWBSS,0,MCA,371800,352574,999999
BASINGSTOKE,BSNGSTK,BSK,MSN,463768,152559,999999
BASINGSTOKE BARTN ML C.S.D,BSNGSBM,0XB,MCA,464353,152713,999999
BASINGSTOKE BARTON MILL E,BSNGBME,0,MCA,464569,152764,999999
BASINGSTOKE DN E END SDG,BSNGDES,0XD,MCA,463098,152465,999999
BASINGSTOKE DOWN YARD,BSNGSDR,0XB,MCA,463088,152477,999999
BASINGSTOKE EAST BAY,BSNGSEB,BSK,MSN,463768,152559,999999
BASINGSTOKE NORTH YARD,BSNGSNY,0,MCA,464140,152705,999999
BASINGSTOKE SIG BE547,BSNGW34,0,MCA,464309,152751,999999
BASINGSTOKE SIGNAL B5105,BSNG105,0,MCA,464156,152652,999999
BASINGSTOKE SIGNAL B5106,BSNG106,0,MCA,464156,152652,999999
BASINGSTOKE SIGNAL B5109,BSNG109,0,MCA,464156,152652,999999
BASINGSTOKE SIGNAL BE549,BSNGW36,0,MCA,464309,152751,999999
BASINGSTOKE WEST YARD,BSNGSUR,0XB,MCA,462684,152460,999999
BAT & BALL,BATABAL,BBL,MSN,553088,156837,999999
BATH GOODS LOOP,BATHGSL,0,MCA,374200,164429,999999
BATH GOODS SIG. B175,BRSS175,0,MCA,361132,179334,999999
BATH R.T.S.,BATHRTS,0,MCA,374207,164414,999999
BATH SPA,BATHSPA,BTH,MSN,374147,164440,999999
BATHAMPTON JN,BTHMPTJ,0,MCA,377683,166594,999999
BATHAMPTON SIG. B502,BTHM502,0,MCA,377683,166594,999999
BATHGATE,BTHGATE,BHG,MSN,297491,668606,100294
BATHGATE EAST JN,BTHGEJ,0,MCA,297630,668421,888888
BATHGATE LMD,BTHGCSD,0,MCA,297630,668421,888888
BATHGATE M.A.T.,BTHGMAT,0,MCA,297625,668424,888888
BATHGATE SIG 2031,BTHG031,0,MCA,297630,668421,888888
BATHGATE T.C.,BTHGTC,0,MCA,297630,668421,888888
BATLEY,BATLEY,BTL,MSN,424985,423774,999999
BATTERSBY,BTRSBY,BTT,MSN,458883,507301,999999
BATTERSEA LOOP,BATRSYD,0,MCA,528972,177153,999999
BATTERSEA PARK,BATRSPK,BAK,MSN,528795,177530,999999
BATTERSEA PIER C.H.S.,BATRPHS,0,MCA,528972,177153,999999
BATTERSEA PIER JN.,BATRSPJ,0,MCA,528735,177650,999999
BATTERSEA PIER STAFF HALT,BATRSH,0,MCA,528972,177153,999999
BATTLE,BATTLE,BAT,MSN,575477,115540,999999
BATTLE NO 2 XOVER,BATT2XO,0,MCA,575477,115540,999999
BATTLESBRIDGE,BTLSBDG,BLB,MSN,577699,194919,999999
BAWTRY CROSSOVER,RANSBAW,0,MCA,464711,395039,999999
BAY HORSE,BAYHORS,0,MCA,349335,452767,999999
BAYFORD,BAYFORD,BAY,MSN,531529,208330,999999
BAYSTON HILL G.F.,BSTNGF,0,MCA,349089,308462,999999
BAYSTON HILL QUARRY,BSTNHQ,0,MCA,349089,308462,999999
BEACONSFIELD,BCNSFLD,BCF,MSN,493998,191151,999999
BEAL L.C.,BEAL,0,MCA,406169,642683,888888
BEALINGS,BELINGS,0,MCA,623085,247388,999999
BEAM MILL JN.,BEAMMLJ,0,MCA,454059,521467,999999
BEARLEY,BEARLEY,BER,MSN,417193,260792,999999
BEARLEY JN,BEARLYJ,0,MCA,416788,259900,999999
BEARSDEN,BSDN,BRN,MSN,254341,671788,100225
BEARSTED,BSTD,BSD,MSN,579886,156129,999999
BEASDALE,BEASDAL,BSL,MSN,170935,785058,100053
BEATTOCK,BEATCK,0,MCA,307737,602387,888888
BEATTOCK D.P.L.,BEATDPL,0,MCA,307708,602398,888888
BEATTOCK DOWN SDGS,BEATDNS,0,MCA,307644,602505,888888
BEATTOCK SUMMIT,BEATCKS,0,MCA,299449,615367,888888
BEATTOCK SUMMIT D.P.L.,BEATSDL,0,MCA,299454,615350,888888
BEATTOCK SUMMIT DOWN SDGS,BEATCE,0,MCA,299439,615358,888888
BEATTOCK SUMMIT U.P.L.,BEATSUL,0,MCA,299559,615237,888888
BEATTOCK U.P.L.,BEATUPL,0,MCA,307609,602656,888888
BEATTOCK UP SDGS,BEATUPS,0,MCA,307609,602656,888888
BEATTOCK UP SUMMIT SDGS,BEATUSS,0,MCA,299573,615231,888888
BEAULIEU ROAD,BLIEURD,BEU,MSN,434937,106291,999999
BEAULY,BEAULY,BEL,MSN,252116,845696,100025
BEBINGTON,BEBNGTN,BEB,MSN,333332,385025,999999
BECCLES,BECCLES,BCC,MSN,642611,290512,999999
BECKENHAM HILL,BCKNHMH,BEC,MSN,538061,171349,999999
BECKENHAM JN SIGNAL VS607,BCKN607,0,MCA,537319,169878,999999
BECKENHAM JUNCTION,BCKNHMJ,BKJ,MSN,537319,169878,999999
BECKENHAM JUNCTION,BCKNMJC,BKJ,MSN,537319,169878,999999
BECKINGHAM LOOP,BECKGHM,0,MCA,478521,389917,999999
BEDFORD,BEDFDM,BDM,MSN,504171,249682,999999
BEDFORD C S,BEDFDCS,0,MCA,504322,249406,999999
BEDFORD CAULDWELL DEPOT,BEDFDCD,0,MCA,504385,249476,999999
BEDFORD ENGINEERS SDGS,BEDFEGS,0,MCA,504367,249406,999999
BEDFORD JOWETT SIDINGS,BEDFDJS,0,MCA,504717,249151,999999
BEDFORD NORTH JCT,BEDFDN,BDM,MSN,503690,250411,999999
BEDFORD NORTH SIDINGS,BEDFDNS,0,MCA,504022,249961,999999
BEDFORD SIGNAL 603,BEDF603,0,MCA,504332,248986,999999
BEDFORD SOUTH JN.,BEDFDS,0,MCA,504264,247905,999999
BEDFORD ST JOHNS,BESJOHN,BSJ,MSN,504992,248998,999999
BEDFORD ST JOHNS G.L.,BESJGL,0,MCA,504761,249122,999999
BEDFORD WASH ROAD,BEDFDWR,0,MCA,504312,249380,999999
BEDHAMPTON,BDHMPTN,BDH,MSN,470699,106505,999999
BEDLINGTON NTH. L.C.,BDLNTNX,0,MCA,427459,583120,999999
BEDL'TON FURNACEWAY SDGS,BDLNTNS,0,MCA,427806,582593,999999
BEDMINSTER,BDMNSTR,BMT,MSN,358897,171494,999999
BEDWORTH,BEDWRTH,BEH,MSN,436260,286962,999999
BEDWORTH GROUND FRAME,BEDWGF,0,MCA,436199,285536,999999
BEDWORTH MURCO SDGS,BDWTHMS,0,MCA,436224,285799,999999
BEDWYN,BEDYN,BDW,MSN,428006,164563,999999
BEDWYN REVERSING SIDING,BEDYNRS,0,MCA,428006,164563,999999
BEECHBROOK FARM LOOP,BCHBKFM,0,MCA,599274,144630,999999
BEECHGROVE GF,WRMNBGF,0,MCA,389070,145099,999999
BEESTON,BESTON,BEE,MSN,453373,336212,999999
BEESTON CASTLE & T. S. B.,BESTTSB,0,MCA,355267,359857,999999
BEESTON CEMENT SDGS,BESTNCS,0,MCA,453443,336332,999999
BEESTON HEADSHUNT,BESTHST,0,MCA,355267,359857,999999
BEESTON NORTH JN,BESTNNJ,0,MCA,454993,337879,999999
BEESTON RUN ROUND,BESTRR,0,MCA,355267,359857,999999
BEESTON SIDINGS,BESTONS,0,MCA,454125,337018,999999
BEESTON SIG TN4918,BEST918,0,MCA,355267,359857,999999
BEESTON SIG TN4931,BEST931,0,MCA,355267,359857,999999
BEESTON SIMS MCINTYRE LTD,BESTNMC,0,MCA,454892,337751,999999
BEESTON SIMS METALS FHH,BESTFHH,0,MCA,454892,337751,999999
BEESTON SIMS METALS GBRF,BESTGBR,0,MCA,355267,359857,999999
BEESTON SOUTH JN,BESTNSJ,0,MCA,453886,336741,999999
BEIGHTON DEPOT,BEGHTND,0,MCA,443961,384569,999999
BEIGHTON DEPOT E ALLEN,BEGHEAL,0,MCA,443957,384575,999999
BEIGHTON JN,BEGHTJN,0,MCA,444850,383240,999999
BEIGHTON STATION JN,BEGHTSJ,0,MCA,444329,384014,999999
BEITH,GLNGBTH,0,MCA,233529,654648,888888
BEKESBOURNE,BEKSBRN,BKS,MSN,618995,156026,999999
BELASIS LANE S.B.,HVRTBSB,0,MCA,447363,522930,999999
BELFORD DOWN RECESS SDGS,BELFDRS,0,MCA,412523,633731,999999
BELFORD L.C.,BELFORD,0,MCA,412622,633564,999999
BELFORD TAMPER SIDINGS,BELFTS,0,MCA,412430,633824,999999
BELLE ISLE,KNGXBEL,0XK,MCA,530282,184111,999999
BELLE ISLE SIGNAL 303,KNGX303,0,MCA,530270,183827,999999
BELLE VUE,BLLVUE,BLV,MSN,388141,396096,999999
BELLGROVE,BLGRVE,BLG,MSN,260885,664846,100248
BELLGROVE SIG YS783,BLGR783,0,MCA,261319,664852,888888
BELLGROVE SIG YS785,BLGR785,0,MCA,261279,664822,888888
BELLINGHAM,BELNGHM,BGM,MSN,537752,172363,999999
BELLINGHAM SIDING,BELNGMS,0,MCA,537883,171939,999999
BELLSHILL,BLSHL,BLH,MSN,273233,660054,100275
BELLWATER JN. S.B.,BELWTRJ,0,MCA,542253,359143,999999
BELMONT,BELM,BLM,MSN,525558,162118,999999
BELMONT DOWN RECEPTION,DONCBDR,0,MCA,457410,401590,999999
BELMONT DOWN YARD,DONCBDY,0,MCA,458264,401141,999999
BELMONT L.C. AYRSHIRE,BELTLC,0,MCA,234251,619929,888888
BELPER,BELPER,BLP,MSN,434806,347557,999999
BELTRING,BLTRNAB,BEG,MSN,567997,147796,999999
BELVEDERE,BELVEDR,BVD,MSN,549551,179223,999999
BEMPTON,BEMPTON,BEM,MSN,518963,471759,999999
BEN RHYDDING,BNRHYDN,BEY,MSN,413379,447752,999999
BENFLEET,BENFLET,BEF,MSN,577685,185939,999999
BENHAR JN,BENHARJ,0XJ,MCA,291168,660468,888888
BENHAR JN C.E.,BENHACE,0,MCA,291312,660417,888888
BENINGBROUGH,SKELBRO,0,MCA,454727,458656,999999
BENTHAM,BNTHAM,BEN,MSN,366708,468968,999999
BENTINCK COLLY SDGS,BNTNKCL,0,MCA,448443,355023,999999
BENTLEY (HANTS),BNTEY,BTY,MSN,479185,143047,999999
BENTLEY (SOUTH YORKS),BTLYSY,BYK,MSN,456365,405574,999999
BENTLEY (SUFFOLK),BNTLEY,0,MCA,611930,236754,999999
BENTLEY CROSSOVER,BTLYXO,0,MCA,457683,407241,999999
BENTLEY HEATH CROSSING,BNHTX,0,MCA,416413,275682,999999
BENTLEY JN,BTLYJN,0,MCA,458035,405187,999999
BENTON (METRO),BENTMET,0BN,MCA,427748,568902,999999
BENTON NTH JN,BENTON,0,MCA,428250,568878,999999
BERE ALSTON,BEREALS,BAS,MSN,244031,67409,999999
BERE FERRERS,BEREFRS,BFE,MSN,245229,63540,999999
BERKELEY C.E.G.B.,BRKELEY,0,MCA,368700,200305,999999
BERKELEY RD JN,BRKRJUN,0,MCA,371947,200390,999999
BERKHAMSTED,BERKHMD,BKM,MSN,499268,208191,999999
BERKSWELL,BKSWELL,BKW,MSN,424447,277638,999999
BERMUDA PARK,BERMPRK,BEP,MSN,435898,289622,999999
BERNEY ARMS,BRNYARM,BYA,MSN,646054,305363,999999
BERRY BROW,BERRYB,BBW,MSN,413742,413860,999999
BERRYLANDS,BRLANDS,BRS,MSN,519640,168060,999999
BERWICK (SUSSEX),BERWICK,BRK,MSN,552547,106810,999999
BERWICK UPON TWEED GDS LP,BRWCKGL,0,MCA,399591,653778,888888
BERWICK-UPON-TWEED,BRWCKUT,BWK,MSN,399421,653445,100334
BERWICK-U-T NTH DOWN SDGS,BRWCNDS,0,MCA,399584,653838,888888
BESCAR LANE,BESCRLA,BES,MSN,339648,414519,999999
BESCOT BALLAST RECLAIM STE,BSCTBRS,0,MCA,400881,295928,999999
BESCOT C&D ROADS SPOIL TIP,BSCTSPT,0,MCA,401200,295556,999999
BESCOT DOWN SIDE,BSCTYD,0XB,MCA,400881,295928,999999
BESCOT HOLDING SIDINGS,BSCTHS,0,MCA,401344,295488,999999
BESCOT JN,BSCTJN,0,MCA,400667,296150,999999
BESCOT STADIUM,BSCTSTA,BSC,MSN,400717,296121,999999
BESCOT STORAGE SIDINGS,BSCTSS,0,MCA,401200,295556,999999
BESCOT T.M.D.,BSCTTMD,0,MCA,400618,296135,999999
BESCOT UP AND DOWN GOODS,BSCTUDG,0,MCA,400821,296038,999999
BESCOT UP BROOK SDGS,BSCTUYD,0,MCA,401395,295557,999999
BESCOT UP ENGINEERS SDGS,BSCTESD,0,MCA,401397,295555,999999
BESCOT UP LOOP,BSCTULP,0,MCA,401191,295722,999999
BESCOT UP REC SDGS - VRT Q,BSCTURQ,0,MCA,401027,295899,999999
BESSACARR JN,BESSCRJ,0,MCA,461062,400311,999999
BESTWOOD PARK JN,BSTWDPJ,0,MCA,454634,346546,999999
BETCHWORTH,BTCHWTH,BTO,MSN,521001,151291,999999
BETCHWORTH UP CE SIDING,BTCHUCE,0,MCA,520853,151174,999999
BETHNAL GREEN,BTHNLGR,BET,MSN,534697,182336,999999
BETHNAL GREEN EAST JN.,BTHNLGE,0,MCA,534786,182336,999999
BETHNAL GREEN NORTH JN.,BTHNLGN,0,MCA,534936,182629,999999
